Date,High,Low,Open,Close,Amount,Count,Vol
2024-05-18 00:34:00,6.01e-12,6.01e-12,6.01e-12,6.01e-12,0.0,0,0.0
2024-05-18 00:35:00,6.02e-12,6.02e-12,6.02e-12,6.02e-12,2762570664550.5,1,16.63067540059401
2024-05-18 00:36:00,6.01e-12,5.96e-12,6.01e-12,5.98e-12,156632017062262.0,24,937.1224275684585
2024-05-18 00:37:00,6e-12,5.96e-12,5.98e-12,6e-12,521286521367385.5,35,3117.7048750517342
2024-05-18 00:38:00,6e-12,5.97e-12,5.97e-12,5.97e-12,557796505106368.1,28,3337.025246196632
2024-05-18 00:39:00,6e-12,5.94e-12,5.97e-12,5.94e-12,439079453028812.3,22,2623.892369674311
2024-05-18 00:40:00,5.99e-12,5.97e-12,5.98e-12,5.97e-12,604958681588215.4,21,3615.9390790099396
2024-05-18 00:41:00,5.99e-12,5.96e-12,5.96e-12,5.98e-12,726457780250982.2,29,4341.626288800295
2024-05-18 00:42:00,5.98e-12,5.97e-12,5.98e-12,5.98e-12,744985452856922.0,30,4453.263541271124
2024-05-18 00:43:00,5.98e-12,5.97e-12,5.98e-12,5.98e-12,687829557270270.2,35,4111.079065578541
2024-05-18 00:44:00,5.99e-12,5.96e-12,5.97e-12,5.98e-12,529102449043006.7,32,3161.3091236414134
2024-05-18 00:45:00,5.98e-12,5.94e-12,5.96e-12,5.97e-12,586890227677857.0,33,3502.56708294564
2024-05-18 00:46:00,5.97e-12,5.95e-12,5.97e-12,5.96e-12,705004738556174.1,32,4201.056495959796
2024-05-18 00:47:00,5.97e-12,5.94e-12,5.96e-12,5.96e-12,651430256016047.5,32,3882.0783243495516
2024-05-18 00:48:00,5.97e-12,5.94e-12,5.96e-12,5.96e-12,779979781883968.5,37,4648.4066723268115
2024-05-18 00:49:00,5.97e-12,5.95e-12,5.96e-12,5.96e-12,725294007774102.8,33,4322.047297731618
2024-05-18 00:50:00,5.97e-12,5.94e-12,5.97e-12,5.97e-12,642270969404065.2,33,3827.819764162388
2024-05-18 00:51:00,5.97e-12,5.95e-12,5.96e-12,5.96e-12,715845573654502.0,34,4267.489380917178
2024-05-18 00:52:00,5.97e-12,5.95e-12,5.96e-12,5.96e-12,617349954282808.2,33,3681.1032724589954
2024-05-18 00:53:00,5.97e-12,5.95e-12,5.95e-12,5.95e-12,643658985040304.0,35,3835.634489426422
2024-05-18 00:54:00,5.97e-12,5.95e-12,5.95e-12,5.95e-12,542823073200008.3,31,3235.203258142763
2024-05-18 00:55:00,5.97e-12,5.94e-12,5.95e-12,5.97e-12,550870115578105.8,32,3282.572409495186
2024-05-18 00:56:00,5.97e-12,5.95e-12,5.97e-12,5.96e-12,687623843591395.2,37,4098.0571975728435
2024-05-18 00:57:00,5.97e-12,5.94e-12,5.96e-12,5.96e-12,597254057766291.2,35,3559.908299441276
2024-05-18 00:58:00,5.97e-12,5.94e-12,5.95e-12,5.94e-12,294670587712628.5,16,1754.3122931615305
2024-05-18 00:59:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:00:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:01:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:02:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:03:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:04:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:05:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:06:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:07:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:08:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:09:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:10:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 01:11:00,5.93e-12,5.92e-12,5.93e-12,5.93e-12,53640848721934.0,3,317.6845839617712
2024-05-18 01:12:00,5.96e-12,5.93e-12,5.93e-12,5.96e-12,41648409486123.1,6,247.23971366851123
2024-05-18 01:13:00,5.96e-12,5.93e-12,5.94e-12,5.95e-12,308525767436372.2,31,1834.7205774467127
2024-05-18 01:14:00,5.96e-12,5.93e-12,5.94e-12,5.94e-12,433394618905063.2,30,2576.101998696419
2024-05-18 01:15:00,5.96e-12,5.93e-12,5.94e-12,5.96e-12,489741821354933.9,27,2912.13855113357
2024-05-18 01:16:00,6.01e-12,5.94e-12,5.95e-12,5.96e-12,609706458857447.1,32,3631.5690741420603
2024-05-18 01:17:00,5.97e-12,5.93e-12,5.97e-12,5.97e-12,782667678721468.1,27,4662.476747772542
2024-05-18 01:18:00,5.98e-12,5.95e-12,5.95e-12,5.97e-12,804743622148597.9,25,4800.8882895357365
2024-05-18 01:19:00,5.98e-12,5.95e-12,5.95e-12,5.97e-12,752043861501036.8,24,4488.138111900897
2024-05-18 01:20:00,5.98e-12,5.94e-12,5.97e-12,5.98e-12,762813668171236.2,26,4551.316852582616
2024-05-18 01:21:00,5.98e-12,5.95e-12,5.97e-12,5.98e-12,775885242182371.1,26,4633.0665832051955
2024-05-18 01:22:00,5.98e-12,5.95e-12,5.97e-12,5.97e-12,798932199349118.1,28,4765.419019780135
2024-05-18 01:23:00,5.98e-12,5.95e-12,5.96e-12,5.98e-12,734586338897674.1,27,4384.9282120930475
2024-05-18 01:24:00,5.98e-12,5.95e-12,5.98e-12,5.98e-12,788171063516817.6,29,4707.774430242617
2024-05-18 01:25:00,5.99e-12,5.95e-12,5.97e-12,5.99e-12,722262225588065.8,27,4311.277475719394
2024-05-18 01:26:00,5.99e-12,5.96e-12,5.98e-12,5.97e-12,790152310680009.2,28,4715.760117704552
2024-05-18 01:27:00,5.99e-12,5.96e-12,5.96e-12,5.97e-12,756645244375750.1,27,4517.9690895596905
2024-05-18 01:28:00,5.97e-12,5.95e-12,5.97e-12,5.97e-12,812941005838704.5,30,4850.3423115097285
2024-05-18 01:29:00,5.99e-12,5.95e-12,5.97e-12,5.97e-12,696267806564574.8,29,4158.6795907525
2024-05-18 01:30:00,5.98e-12,5.96e-12,5.96e-12,5.97e-12,808826438002795.1,30,4827.15409697105
2024-05-18 01:31:00,5.98e-12,5.96e-12,5.97e-12,5.98e-12,754987441510108.4,32,4511.281010451938
2024-05-18 01:32:00,5.99e-12,5.97e-12,5.98e-12,5.98e-12,735361571620919.2,34,4396.187705902833
2024-05-18 01:33:00,5.99e-12,5.96e-12,5.99e-12,5.97e-12,607983202464727.6,30,3633.218013861145
2024-05-18 01:34:00,5.98e-12,5.95e-12,5.96e-12,5.98e-12,701991467958621.6,32,4191.774136904696
2024-05-18 01:35:00,5.98e-12,5.96e-12,5.98e-12,5.97e-12,758795256783008.2,34,4534.87434455495
2024-05-18 01:36:00,5.98e-12,5.95e-12,5.96e-12,5.97e-12,668261728607430.2,32,3988.13738863772
2024-05-18 01:37:00,5.99e-12,5.95e-12,5.96e-12,5.97e-12,666405121327519.5,31,3978.818611088489
2024-05-18 01:38:00,5.98e-12,5.95e-12,5.97e-12,5.97e-12,747245204707923.2,29,4460.756269342398
2024-05-18 01:39:00,5.99e-12,5.96e-12,5.97e-12,5.97e-12,673011137603413.4,27,4018.2959580841207
2024-05-18 01:40:00,5.99e-12,5.96e-12,5.97e-12,5.97e-12,732833612587109.9,31,4373.636893852
2024-05-18 01:41:00,5.99e-12,5.95e-12,5.97e-12,5.97e-12,761419566497230.1,31,4544.558476957322
2024-05-18 01:42:00,5.98e-12,5.95e-12,5.96e-12,5.96e-12,778334534396559.9,29,4642.584403169527
2024-05-18 01:43:00,5.98e-12,5.95e-12,5.96e-12,5.97e-12,727733053172643.5,28,4346.45513822033
2024-05-18 01:44:00,5.98e-12,5.95e-12,5.97e-12,5.96e-12,785328473372008.9,32,4688.019325843643
2024-05-18 01:45:00,5.99e-12,5.95e-12,5.95e-12,5.98e-12,753014221736521.8,31,4494.643160646645
2024-05-18 01:46:00,5.99e-12,5.96e-12,5.97e-12,5.99e-12,748724225708922.6,28,4475.788528438734
2024-05-18 01:47:00,5.99e-12,5.97e-12,5.98e-12,5.98e-12,699801828336507.2,28,4184.079826752899
2024-05-18 01:48:00,5.98e-12,5.97e-12,5.98e-12,5.98e-12,678188615974837.5,31,4053.837697557923
2024-05-18 01:49:00,5.99e-12,5.97e-12,5.97e-12,5.98e-12,664344526417528.0,36,3970.3173324089926
2024-05-18 01:50:00,5.99e-12,5.97e-12,5.97e-12,5.99e-12,533546609136395.1,30,3190.1982432183154
2024-05-18 01:51:00,5.98e-12,5.97e-12,5.98e-12,5.98e-12,549248735704360.5,33,3283.498925918858
2024-05-18 01:52:00,5.99e-12,5.97e-12,5.97e-12,5.99e-12,469403180289628.7,33,2806.3670382570117
2024-05-18 01:53:00,5.99e-12,5.97e-12,5.99e-12,5.98e-12,467759899593702.7,32,2795.977861774528
2024-05-18 01:54:00,5.98e-12,5.97e-12,5.98e-12,5.97e-12,483489578637404.4,32,2889.4958315600456
2024-05-18 01:55:00,5.99e-12,5.97e-12,5.98e-12,5.98e-12,405322620936922.6,31,2423.1832501778226
2024-05-18 01:56:00,5.99e-12,5.97e-12,5.97e-12,5.99e-12,484496922849439.1,35,2897.039745503975
2024-05-18 01:57:00,6e-12,5.96e-12,5.98e-12,5.98e-12,413174163423372.7,29,2470.021953653265
2024-05-18 01:58:00,5.98e-12,5.96e-12,5.97e-12,5.98e-12,640514805921177.8,33,3828.725286399101
2024-05-18 01:59:00,5.99e-12,5.97e-12,5.98e-12,5.98e-12,557568580312729.6,30,3334.0073901632213
2024-05-18 02:00:00,5.98e-12,5.97e-12,5.98e-12,5.98e-12,601857321345188.9,34,3597.368420983293
2024-05-18 02:01:00,5.99e-12,5.97e-12,5.97e-12,5.98e-12,496515908354379.0,33,2968.5698847165836
2024-05-18 02:02:00,5.99e-12,5.97e-12,5.98e-12,5.98e-12,503459136746329.3,33,3010.915147655597
2024-05-18 02:03:00,6e-12,5.97e-12,5.98e-12,5.98e-12,475079268204168.5,31,2841.583338338349
2024-05-18 02:04:00,5.99e-12,5.97e-12,5.98e-12,5.98e-12,591163607844944.1,32,3533.641358376378
2024-05-18 02:05:00,5.98e-12,5.94e-12,5.96e-12,5.94e-12,131425153468263.1,11,783.782414522967
2024-05-18 02:06:00,5.94e-12,5.94e-12,5.94e-12,5.94e-12,0.0,0,0.0
2024-05-18 02:07:00,5.94e-12,5.92e-12,5.93e-12,5.93e-12,361462089089960.5,22,2143.6291486096766
2024-05-18 02:08:00,5.95e-12,5.93e-12,5.93e-12,5.93e-12,424257387362004.7,28,2518.020137673716
2024-05-18 02:09:00,5.94e-12,5.93e-12,5.93e-12,5.93e-12,447254190021391.1,28,2654.053369248835
2024-05-18 02:10:00,5.95e-12,5.93e-12,5.93e-12,5.94e-12,386233763194704.5,26,2293.110882684167
2024-05-18 02:11:00,5.94e-12,5.93e-12,5.94e-12,5.94e-12,407836434402619.3,28,2420.9227680970685
2024-05-18 02:12:00,5.95e-12,5.93e-12,5.94e-12,5.93e-12,237597492086460.2,19,1410.7152096906643
2024-05-18 02:13:00,5.94e-12,5.93e-12,5.94e-12,5.93e-12,314970450032587.0,24,1869.2295420514872
2024-05-18 02:14:00,5.94e-12,5.93e-12,5.94e-12,5.93e-12,94907811411865.7,8,563.5119791444164
2024-05-18 02:15:00,5.94e-12,5.93e-12,5.93e-12,5.93e-12,167947730606667.1,16,996.0355934166171
2024-05-18 02:16:00,5.93e-12,5.87e-12,5.93e-12,5.88e-12,315609603884261.0,32,1858.8375481272885
2024-05-18 02:17:00,5.9e-12,5.87e-12,5.88e-12,5.88e-12,708158918830302.8,33,4166.234062596293
2024-05-18 02:18:00,5.91e-12,5.86e-12,5.88e-12,5.89e-12,695986660353540.1,32,4095.430074803389
2024-05-18 02:19:00,5.9e-12,5.87e-12,5.89e-12,5.88e-12,783784400022652.5,28,4610.802231250533
2024-05-18 02:20:00,5.91e-12,5.87e-12,5.9e-12,5.88e-12,777817310125135.8,29,4577.095314710315
2024-05-18 02:21:00,5.9e-12,5.87e-12,5.89e-12,5.9e-12,753618428041097.9,26,4433.226137120603
2024-05-18 02:22:00,5.91e-12,5.86e-12,5.88e-12,5.91e-12,760611157382866.2,32,4484.933195478747
2024-05-18 02:23:00,5.91e-12,5.88e-12,5.89e-12,5.9e-12,742310872649112.2,25,4377.300320192934
2024-05-18 02:24:00,5.91e-12,5.89e-12,5.9e-12,5.9e-12,763556170125347.5,27,4507.032987873724
2024-05-18 02:25:00,5.91e-12,5.88e-12,5.89e-12,5.9e-12,754459080167920.9,30,4447.877822638775
2024-05-18 02:26:00,5.91e-12,5.89e-12,5.9e-12,5.89e-12,756180235798948.8,31,4461.20174363216
2024-05-18 02:27:00,5.91e-12,5.88e-12,5.89e-12,5.9e-12,698330395596357.2,32,4116.754904973458
2024-05-18 02:28:00,5.91e-12,5.89e-12,5.9e-12,5.9e-12,680441279651528.2,30,4011.8471862686533
2024-05-18 02:29:00,5.91e-12,5.88e-12,5.9e-12,5.89e-12,623219136663300.2,31,3675.7864365941327
2024-05-18 02:30:00,5.91e-12,5.88e-12,5.9e-12,5.9e-12,669559370515589.2,31,3949.1149862531065
2024-05-18 02:31:00,5.91e-12,5.89e-12,5.9e-12,5.9e-12,706687951815953.2,32,4169.867408450857
2024-05-18 02:32:00,5.91e-12,5.89e-12,5.89e-12,5.9e-12,679546319458671.6,34,4009.267202743012
2024-05-18 02:33:00,5.91e-12,5.88e-12,5.9e-12,5.89e-12,585840378840150.0,31,3455.052714751792
2024-05-18 02:34:00,5.91e-12,5.89e-12,5.89e-12,5.9e-12,670729574720338.4,33,3956.861919753763
2024-05-18 02:35:00,5.91e-12,5.88e-12,5.89e-12,5.9e-12,602827132312527.2,32,3554.8178196720037
2024-05-18 02:36:00,5.91e-12,5.89e-12,5.89e-12,5.9e-12,706372351445157.1,34,4167.539954245658
2024-05-18 02:37:00,5.91e-12,5.88e-12,5.88e-12,5.9e-12,650034748829503.6,33,3834.227743623029
2024-05-18 02:38:00,5.92e-12,5.88e-12,5.9e-12,5.88e-12,657056894185103.2,32,3876.918817828968
2024-05-18 02:39:00,5.91e-12,5.89e-12,5.89e-12,5.91e-12,689393861516738.0,29,4067.7614622853616
2024-05-18 02:40:00,5.91e-12,5.88e-12,5.91e-12,5.89e-12,703907369356333.4,34,4150.80442168847
2024-05-18 02:41:00,5.91e-12,5.88e-12,5.89e-12,5.91e-12,749929698323040.1,35,4423.726274836043
2024-05-18 02:42:00,5.91e-12,5.89e-12,5.89e-12,5.89e-12,664508685773207.2,32,3919.126885696628
2024-05-18 02:43:00,5.91e-12,5.89e-12,5.9e-12,5.91e-12,625522689631676.8,32,3689.1743891693536
2024-05-18 02:44:00,5.91e-12,5.88e-12,5.89e-12,5.9e-12,628365922635439.8,35,3707.041599250543
2024-05-18 02:45:00,5.91e-12,5.88e-12,5.9e-12,5.91e-12,643902208771269.6,34,3797.9153936676535
2024-05-18 02:46:00,5.91e-12,5.84e-12,5.89e-12,5.88e-12,667125366731101.5,48,3924.731434914956
2024-05-18 02:47:00,5.88e-12,5.87e-12,5.87e-12,5.88e-12,755901880549648.4,27,4442.849485252683
2024-05-18 02:48:00,5.88e-12,5.87e-12,5.87e-12,5.87e-12,666898559902535.8,31,3918.966891004379
2024-05-18 02:49:00,5.88e-12,5.87e-12,5.87e-12,5.88e-12,589253318443331.8,34,3463.403585525814
2024-05-18 02:50:00,5.88e-12,5.87e-12,5.88e-12,5.88e-12,512604088217851.0,35,3012.5436642949285
2024-05-18 02:51:00,5.88e-12,5.87e-12,5.87e-12,5.87e-12,425695657374055.0,35,2500.2261086672015
2024-05-18 02:52:00,5.88e-12,5.87e-12,5.88e-12,5.87e-12,282481447901595.0,26,1658.7110584557722
2024-05-18 02:53:00,5.88e-12,5.87e-12,5.87e-12,5.87e-12,228918509396554.3,23,1344.0387674939873
2024-05-18 02:54:00,5.89e-12,5.87e-12,5.87e-12,5.89e-12,44047103301876.0,5,258.7276446515237
2024-05-18 02:55:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 02:56:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 02:57:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 02:58:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 02:59:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:00:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:01:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:02:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:03:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:04:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:05:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:06:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:07:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:08:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:09:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:10:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:11:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:12:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:13:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:14:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:15:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:16:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:17:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:18:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:19:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:20:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:21:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
2024-05-18 03:22:00,5.89e-12,5.89e-12,5.89e-12,5.89e-12,0.0,0,0.0
