Date,Close,High,Low,Open,Vol
2020-08-29,6.900953769683838,6.963616847991943,6.834932804107666,6.934731960296631,1222026
2020-08-30,6.931294918060303,6.931294918060303,6.7378339767456055,6.9300217628479,855255
2020-08-31,7.142372131347656,7.424099922180176,6.824237823486328,6.931294918060303,2694237
2020-09-01,6.8207550048828125,7.369424819946289,6.751486778259277,7.141759872436523,884902
2020-09-02,6.278779029846191,6.861972808837891,5.972713947296143,6.820650100708008,1071541
2020-09-03,5.499348163604736,6.3636322021484375,5.486579895019531,6.278746128082275,844125
2020-09-04,5.667358875274658,5.869162082672119,5.381894111633301,5.598893165588379,422303
2020-09-05,5.111878871917725,5.971518039703369,5.04402494430542,5.667354106903076,365514
2020-09-06,4.960493087768555,5.314176082611084,4.661565780639648,5.111945152282715,188923
2020-09-07,4.7979350090026855,5.169672966003418,4.44322395324707,5.018731117248535,528866
2020-09-08,6.507384777069092,6.653659820556641,4.736855983734131,4.80220890045166,25871449
2020-09-09,6.739346981048584,8.383987426757812,6.2515339851379395,6.45198392868042,33966838
2020-09-10,6.6443328857421875,7.588325023651123,6.334272861480713,6.739346981048584,15758859
2020-09-11,5.266161918640137,6.694683074951172,4.0450520515441895,6.64422082901001,5561173
2020-09-12,4.865246772766113,5.2619547843933105,4.617867946624756,5.186769008636475,5685828
2020-09-13,5.235811233520508,6.090066909790039,4.865246772766113,4.865246772766113,24866825
2020-09-14,5.135960102081299,5.54099702835083,4.815258979797363,5.227400779724121,5009681
2020-09-15,4.719855785369873,5.196568012237549,4.660606861114502,5.135960102081299,2000849
2020-09-16,4.406004905700684,4.719814777374268,4.330033779144287,4.719736099243164,1212112
2020-09-17,4.369859218597412,4.46260404586792,4.10460090637207,4.405992031097412,897915
2020-09-18,4.321928024291992,4.557355880737305,4.2430219650268555,4.327569961547852,1551438
2020-09-19,4.343233108520508,4.458634853363037,4.300638198852539,4.321929931640625,449004
2020-09-20,4.1285319328308105,4.381807804107666,4.077124118804932,4.360352993011475,582810
2020-09-21,3.643578052520752,4.297632217407227,3.4963738918304443,4.1285319328308105,650992
2020-09-22,3.4157838821411133,3.703665018081665,3.22845196723938,3.643378973007202,364226
2020-09-23,3.267453908920288,3.5743579864501953,3.2632689476013184,3.415764093399048,374467
2020-09-24,3.433490037918091,3.458725929260254,2.9812469482421875,3.267426013946533,509434
2020-09-25,3.4126439094543457,3.4354889392852783,3.150657892227173,3.4334020614624023,319196
2020-09-26,3.3852570056915283,3.4143259525299072,3.274707078933716,3.412609100341797,270328
2020-09-27,3.393852949142456,3.4151110649108887,3.2527120113372803,3.3895208835601807,254487
2020-09-28,3.846129894256592,4.335576057434082,3.3312270641326904,3.3853559494018555,5549296
2020-09-29,4.346531867980957,4.808623790740967,3.820590019226074,3.846359968185425,14215323
2020-09-30,4.430085182189941,4.723682880401611,4.282711029052734,4.410664081573486,8960882
2020-10-01,4.049936771392822,4.541592121124268,3.9761080741882324,4.430008888244629,2541934
