Date,Close,buy,sell,time_cost,profit,Matured,Prior,ttl_name,ttl_w,ttl_like,ttl_profit_count,ttl_loss_count,bbl_name,bbl_w,bbl_like,bbl_profit_count,bbl_loss_count,Likelihood,Posterior,kelly_f,MaxDrawdown,MeanProfit
2014-10-12,378.549011,377.92099,225.860992,93.0,-0.4023592285784391,2014-10-12 01:33:00,0.5,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999992492498874,0,0.0,0
2014-10-13,390.414001,391.691986,225.860992,92.0,-0.4233709136954361,2014-10-13 01:32:00,0.49999992492498874,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999998498499775,0,0.0,0
2014-10-14,400.869995,400.954987,225.860992,91.0,-0.4366923985908673,2014-10-14 01:31:00,0.4999998498499775,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999997747749662,0,0.0,0
2014-11-06,349.290009,349.817993,225.860992,68.0,-0.354347127593291,2014-11-06 01:08:00,0.4999997747749662,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999969969995495,0,0.0,0
2014-11-09,363.264008,362.265015,225.860992,65.0,-0.37653104040421903,2014-11-09 01:05:00,0.49999969969995495,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999962462494363,0,0.0,0
2014-11-10,366.924011,365.856995,225.860992,64.0,-0.38265225187234697,2014-11-10 01:04:00,0.49999962462494363,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999995495499324,0,0.0,0
2014-11-11,367.695007,367.984985,225.860992,63.0,-0.3862222612153591,2014-11-11 01:03:00,0.4999995495499324,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999947447492116,0,0.0,0
2014-11-12,423.561005,427.27301,225.860992,62.0,-0.47138951744225543,2014-11-12 01:02:00,0.49999947447492116,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999993993999099,0,0.0,0
2014-11-30,378.046997,378.248993,225.860992,44.0,-0.40287747970290033,2014-11-30 00:44:00,0.4999993993999099,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999932432489863,0,0.0,0
2014-12-01,379.244995,379.25,225.860992,43.0,-0.40445354779169407,2014-12-01 00:43:00,0.49999932432489863,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999992492498873,0,0.0,0
2014-12-02,381.315002,381.721985,225.860992,42.0,-0.4083102339520738,2014-12-02 00:42:00,0.4999992492498873,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999917417487605,0,0.0,0
2015-01-21,226.897003,227.322006,256.299011,56.0,0.12747118288231207,2015-01-21 00:56:00,0.49999917417487605,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999990990998648,0,0.0,0
2015-01-22,233.406006,233.516998,256.299011,55.0,0.09756040543138544,2015-01-22 00:55:00,0.4999990990998648,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999990240248536,0,0.0,0
2015-01-24,247.847,247.352005,256.299011,53.0,0.03617114807700883,2015-01-24 00:53:00,0.4999990240248536,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999894894984226,0,0.0,0
2015-01-25,253.718002,254.078995,256.299011,52.0,0.008737503074585096,2015-01-25 00:52:00,0.49999894894984226,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.499998873874831,0,0.0,0
2015-01-26,273.472992,273.166992,256.299011,51.0,-0.06174970437130989,2015-01-26 00:51:00,0.499998873874831,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999879879981973,0,0.0,0
2015-02-13,235.427002,235.528,256.299011,33.0,0.0881891367480725,2015-02-13 00:33:00,0.49999879879981973,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999872372480847,0,0.0,0
2015-02-14,257.321014,257.506989,256.299011,32.0,-0.004691049375751044,2015-02-14 00:32:00,0.49999872372480847,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999986486497972,0,0.0,0
2015-02-27,253.828003,253.520004,256.299011,19.0,0.01096168726788127,2015-02-27 00:19:00,0.4999986486497972,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999857357478594,0,0.0,0
2015-02-28,254.263,254.283005,256.299011,18.0,0.007928197954086613,2015-02-28 00:18:00,0.49999857357478594,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999984984997746,0,0.0,0
2015-03-01,260.201996,260.356995,256.299011,17.0,-0.015586229976267685,2015-03-01 00:17:00,0.4999984984997746,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999842342476336,0,0.0,0
2015-03-02,275.670013,275.04599,256.299011,16.0,-0.06815943399138458,2015-03-02 00:16:00,0.49999842342476336,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999834834975215,0,0.0,0
2015-03-03,281.701996,281.98999,256.299011,15.0,-0.09110599635114702,2015-03-03 00:15:00,0.49999834834975215,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999982732747409,0,0.0,0
2015-03-09,289.606995,289.862,256.299011,9.0,-0.11578954467988223,2015-03-09 00:09:00,0.4999982732747409,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999981981997296,0,0.0,0
2015-03-10,291.76001,291.524994,256.299011,8.0,-0.12083349189606707,2015-03-10 00:08:00,0.4999981981997296,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999981231247183,0,0.0,0
2015-03-11,296.378998,296.127014,256.299011,7.0,-0.1344963516229558,2015-03-11 00:07:00,0.4999981231247183,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999804804970704,0,0.0,0
2015-04-02,253.005005,253.074005,292.053986,102.0,0.1540260170142722,2015-04-02 01:42:00,0.49999804804970704,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999979729746958,0,0.0,0
2015-04-03,254.322006,254.291,292.053986,101.0,0.14850303785820196,2015-04-03 01:41:00,0.4999979729746958,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999978978996846,0,0.0,0
2015-04-05,260.597992,260.721008,292.053986,99.0,0.12017818679191361,2015-04-05 01:39:00,0.4999978978996846,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999782282467325,0,0.0,0
2015-04-21,235.268997,235.602005,292.053986,83.0,0.23960738789128744,2015-04-21 01:23:00,0.49999782282467325,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.499997747749662,0,0.0,0
2015-04-23,236.462006,235.970001,292.053986,81.0,0.23767421605426886,2015-04-23 01:21:00,0.499997747749662,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999767267465073,0,0.0,0
2015-05-03,240.358002,240.356003,292.053986,71.0,0.21508921081534216,2015-05-03 01:11:00,0.49999767267465073,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999759759963947,0,0.0,0
2015-05-08,243.863007,243.768997,292.053986,66.0,0.1980768251673941,2015-05-08 01:06:00,0.49999759759963947,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999752252462826,0,0.0,0
2015-05-22,240.348007,240.285995,292.053986,52.0,0.21544323047208813,2015-05-22 00:52:00,0.49999752252462826,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999744744961694,0,0.0,0
2015-05-24,240.953003,240.927002,292.053986,50.0,0.21220943927239855,2015-05-24 00:50:00,0.49999744744961694,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999973723746057,0,0.0,0
2015-06-09,229.048004,228.994995,292.053986,34.0,0.275372791444634,2015-06-09 00:34:00,0.4999973723746057,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999972972995944,0,0.0,0
2015-06-11,229.705002,229.705002,292.053986,32.0,0.27143067611562066,2015-06-11 00:32:00,0.4999972972995944,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999722222458315,0,0.0,0
2015-06-12,229.981995,229.919998,292.053986,31.0,0.27024177340154654,2015-06-12 00:31:00,0.49999722222458315,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999971471495719,0,0.0,0
2015-06-13,232.401993,232.442001,292.053986,30.0,0.2564596103266208,2015-06-13 00:30:00,0.4999971471495719,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999970720745606,0,0.0,0
2015-06-14,233.542999,233.421997,292.053986,29.0,0.2511845059743876,2015-06-14 00:29:00,0.4999970720745606,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999699699954936,0,0.0,0
2015-06-15,236.822998,236.764999,292.053986,28.0,0.23351841375844584,2015-06-15 00:28:00,0.49999699699954936,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999969219245381,0,0.0,0
2015-06-16,250.895004,250.822998,292.053986,27.0,0.16438280512060532,2015-06-16 00:27:00,0.4999969219245381,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999684684952683,0,0.0,0
2015-06-27,250.990005,250.955002,292.053986,16.0,0.16377033202151514,2015-06-27 00:16:00,0.49999684684952683,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.49999677177451557,0,0.0,0
2015-06-29,257.063995,257.036011,292.053986,14.0,0.13623762236179449,2015-06-29 00:14:00,0.49999677177451557,MixBuy,0.9999996663333334,0.03336666666666666,0.99999,0.99999,1,,,,,0.9999996663333334,0.4999966966995043,0,0.0,0
