Date,Open,High,Low,Close,Vol,BuySignal,Stop_profit,exit_price,Matured,time_cost,buy,sell,profit,OBV_UP,sBuy,sSell,sProfit,sPosition,sCash,sAvgCost,xBuy,xSell,xProfit,xPosition,xCash,xAvgCost,xBuyOrder,xSellOrder,Kelly,Postrior,P/L,likelihood,profit_margin,loss_margin
2023-09-07,0.1237,0.1362,0.1225,0.1304,5246310.00539504,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-08,0.1302,0.1354,0.1257,0.1271,5431056.47555966,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-09,0.1271,0.1277,0.1225,0.1249,4272698.3794065,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-10,0.1249,0.1258,0.1092,0.12,3185424.01234884,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-11,0.12,0.1221,0.1132,0.1175,5519560.31467282,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-12,0.1175,0.1194,0.114,0.1164,9838480.02033336,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-13,0.1164,0.1193,0.1152,0.1182,8755029.44027537,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-14,0.1182,0.1194,0.1163,0.1177,7081393.33929303,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-15,0.1177,0.1237,0.115,0.1227,6591783.41343204,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-16,0.1227,0.149,0.1211,0.1382,6276787.28835278,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-17,0.1382,0.143,0.1249,0.126,4110086.62404502,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-18,0.126,0.1277,0.1195,0.1259,5355197.16593236,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-19,0.126,0.1264,0.1211,0.1252,7599289.67181535,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-20,0.1251,0.1307,0.1221,0.1245,7009896.7761908,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-21,0.1245,0.1303,0.121,0.1226,6117380.90226786,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-22,0.1225,0.1253,0.1221,0.1225,4012981.89322109,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-23,0.1225,0.1244,0.1206,0.1211,3799507.98985951,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-24,0.1211,0.1225,0.12,0.1204,3025163.07368442,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-25,0.1204,0.1212,0.1165,0.119,4575259.80879661,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-26,0.119,0.1196,0.1159,0.1164,1294152.04535338,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-27,0.1163,0.1187,0.1155,0.1161,6724760.31117296,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-28,0.1161,0.1196,0.1153,0.1191,11231414.22694033,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-29,0.1191,0.1232,0.1181,0.1209,9871110.70912425,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.1209,0.1219,0.1185,0.1202,5282481.79257829,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-01,0.1202,0.1236,0.1191,0.1228,563606.23731877,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-02,0.1227,0.1267,0.1199,0.1205,7005818.77989335,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-03,0.1205,0.1215,0.1165,0.1176,705685.75225276,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-04,0.1175,0.118,0.1111,0.1139,76366.28864478,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-05,0.1139,0.1182,0.1137,0.1165,86220.71304383,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-06,0.1167,0.1173,0.1149,0.1172,100852.35787845,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-07,0.1171,0.1181,0.116,0.1165,1417973.12669671,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-08,0.1166,0.1172,0.1143,0.1155,1864196.37922256,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-09,0.1156,0.1158,0.1068,0.1086,3515827.33912855,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-10,0.1085,0.1096,0.106,0.1061,6008547.336368368,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-11,0.1061,0.107,0.1014,0.1017,3321027.31786469,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-12,0.1017,0.1042,0.1006,0.1021,3431382.8738176813,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-13,0.1021,0.1045,0.1011,0.1035,3583856.02204485,0.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
2023-10-14,0.1035,0.1049,0.1025,0.1033,1783874.7611365,0.0,,0.1006,2023-10-17,0.0,0.1033,0.1006,-0.02613746369796721,False,,,,,,,,,,,,,,,,,,,,
2023-10-15,0.1034,0.1036,0.1018,0.1022,2569588.46477041,0.0,,0.1006,2023-10-17,0.0,0.1022,0.1006,-0.015655577299412915,False,,,,,,,,,,,,,,,,,,,,
2023-10-16,0.1022,0.1073,0.1018,0.1025,588613.5180365348,0.0,,0.1006,2023-10-17,0.0,0.1025,0.1006,-0.018536585365853675,False,,,,,,,,,,,,,,,,,,,,
2023-10-17,0.1027,0.104,0.0969,0.0991,2325549.19764041,0.0,,0.1006,2023-10-17,0.0,0.0991,0.1006,0.015136226034308864,False,,,,,,,,,,,,,,,,,,,,
2023-10-18,0.0991,0.1014,0.0979,0.0995,5573806.38831939,0.0,,0.0969,2023-10-19,0.0,0.0995,0.0969,-0.026130653266331683,False,,,,,,,,,,,,,,,,,,,,
