Date,Open,High,Low,Close,Vol,BuySignal,Stop_profit,exit_price,Matured,time_cost,buy,sell,profit,OBV_UP,sBuy,sSell,sProfit,sPosition,sCash,sAvgCost,sPnLRatio,Kelly,Postrior,P/L,likelihood,profit_margin,loss_margin
2024-08-31 08:18:00,59180.75,59191.36,59161.26,59186.67,116933.97091474,0.0,,,,,,,,False,,,,,,,,,,,,,
2024-08-31 08:19:00,59186.67,59246.91,59186.67,59246.91,59646.09081556,0.0,,,,,,,,False,,,,,,,,,,,,,
2024-08-31 08:20:00,59246.9,59246.9,59194.18,59194.18,338416.00225614,0.0,,,,,,,,False,,,,,,,,,,,,,
2024-08-31 08:21:00,59194.18,59226.7,59194.17,59226.7,36800.74247438,0.0,,59141.624285714286,2024-08-31 08:55:00,0.0,59226.7,59243.28,0.00027994131025366187,False,,,,,,,,,,,,,
2024-08-31 08:22:00,59219.52,59236.06,59216.58,59226.33,129604.36918317,0.0,,59170.13285714285,2024-08-31 08:55:00,0.0,59226.33,59243.28,0.0002861902805728622,False,,,,,,,,,,,,,
2024-08-31 08:23:00,59226.34,59284.26,59226.34,59284.26,84899.51350432,1.0,,59171.41071428572,2024-08-31 08:55:00,0.0,59284.26,59243.28,-0.0006912458720071957,False,,,,,,,,0.7499999718412065,0.6666666416366289,2/1,1.9999997749296767,0.00028306266780048965,0.0
2024-08-31 08:24:00,59289.81,59308.49,59277.56,59306.42,124189.2815703,1.0,,59219.43642857143,2024-08-31 08:55:00,0.0,59306.42,59243.28,-0.0010646402193893456,False,,,,,,,,0.49999994368241296,0.4999999718412081,2/2,0.9999998874648388,0.00028306266780048965,0.0010646402193893456
2024-08-31 08:25:00,59306.44,59352.93,59306.44,59338.06,144768.65589563,1.0,,59245.57571428571,2024-08-31 08:55:00,0.0,59338.06,59243.28,-0.0015972884856700897,False,,,,,,,,0.24999991552361986,0.3999999729675602,2/3,0.6666665916432262,0.00028306266780048965,0.0015972884856700897
2024-08-31 08:26:00,59332.12,59332.12,59286.63,59303.7,140656.00825251,0.0,,59273.69928571428,2024-08-31 08:55:00,0.0,59303.7,59243.28,-0.0010188234460918322,False,,,,,,,,,,,,,
2024-08-31 08:27:00,59292.4,59300.98,59291.53,59300.98,1752.01264414,0.0,,59241.22714285714,2024-08-31 08:55:00,0.0,59300.98,59243.28,-0.0009730024697737205,False,,,,,,,,,,,,,
2024-08-31 08:28:00,59295.98,59298.24,59269.3,59274.42,508594.65686211,0.0,,59247.19857142858,2024-08-31 08:55:00,0.0,59274.42,59243.28,-0.0005253530949775875,False,,,,,,,,,,,,,
2024-08-31 08:29:00,59274.42,59362.19,59274.42,59362.19,156991.25573309,1.0,,59220.82071428571,2024-08-31 08:55:00,0.0,59362.19,59243.28,-0.0020031269062007473,False,,,,,,,,0.0,0.22222220275441648,2/7,0.28571425356138314,0.00028306266780048965,0.0020031269062007473
2024-08-31 08:30:00,59362.18,59379.87,59344.27,59367.88,161233.57498459,1.0,,59293.95714285714,2024-08-31 08:55:00,0.0,59367.88,59243.28,-0.0020987779924093175,False,,,,,,,,0.0,0.1999999819783743,2/8,0.24999997186621048,0.00028306266780048965,0.0020987779924093175
2024-08-31 08:31:00,59367.88,59371.2,59349.17,59352.61,159920.0775764,0.0,,59304.432142857135,2024-08-31 08:55:00,0.0,59352.61,59243.28,-0.0018420419927616116,False,,,,,,,,,,,,,
2024-08-31 08:32:00,59351.14,59406.8,59345.3,59389.79,227591.58331471,1.0,,59291.069285714286,2024-08-31 08:55:00,0.0,59389.79,59243.28,-0.0024669223447330024,False,,,,,,,,0.0,0.16666665102289452,2/10,0.19999997749296855,0.00028306266780048965,0.0024669223447330024
2024-08-31 08:33:00,59392.78,59435.54,59392.78,59411.79,420548.0074301,1.0,,59325.037142857145,2024-08-31 08:55:00,0.0,59411.79,59243.28,-0.002836305723156962,False,,,,,,,,0.0,0.15384613918358855,2/11,0.18181816135724388,0.00028306266780048965,0.002836305723156962
2024-08-31 08:34:00,59411.79,59411.79,59375.22,59405.68,78571.87528549,0.0,,59348.25428571428,2024-08-31 08:55:00,0.0,59405.68,59243.28,-0.0027337453253628574,False,,,,,,,,,,,,,
2024-08-31 08:35:00,59403.92,59449.25,59339.38,59349.21,333205.9329743,1.0,,59336.915714285715,2024-08-31 08:55:00,0.0,59349.21,59243.28,-0.001784859478331735,False,,,,,,,,0.0,0.13333332031771525,2/13,0.1538461365330531,0.00028306266780048965,0.002836305723156962
2024-08-31 08:36:00,59345.84,59345.84,59280.84,59280.84,182488.37067377,0.0,,59263.69071428571,2024-08-31 08:55:00,0.0,59280.84,59243.28,-0.0006335942608099998,False,,,,,,,,,,,,,
2024-08-31 08:37:00,59289.28,59311.69,59289.28,59306.68,36090.46288855,0.0,,59199.477857142854,2024-08-31 08:55:00,0.0,59306.68,59243.28,-0.0010690195438355365,False,,,,,,,,,,,,,
2024-08-31 08:38:00,59308.1,59313.11,59289.28,59306.62,69395.17554122,0.0,,59226.33571428571,2024-08-31 08:55:00,0.0,59306.62,59243.28,-0.001068008933910014,False,,,,,,,,,,,,,
2024-08-31 08:39:00,59301.45,59301.45,59293.01,59301.07,40275.90964156,0.0,,59225.89,2024-08-31 08:55:00,0.0,59301.07,59243.28,-0.0009745186722600607,False,,,,,,,,,,,,,
2024-08-31 08:40:00,59298.63,59313.61,59271.56,59272.01,111724.1735784,0.0,,59230.60214285714,2024-08-31 08:55:00,0.0,59272.01,59243.28,-0.00048471445459674634,False,,,,,,,,,,,,,
2024-08-31 08:41:00,59272.01,59289.28,59265.56,59289.27,319713.19850008,0.0,,59202.335,2024-08-31 08:55:00,0.0,59289.27,59243.28,-0.0007756884171452594,False,,,,,,,,,,,,,
2024-08-31 08:42:00,59289.28,59294.46,59279.4,59279.4,88892.37165226,0.0,,59222.34857142856,2024-08-31 08:55:00,0.0,59279.4,59243.28,-0.0006093179080760569,False,,,,,,,,,,,,,
2024-08-31 08:43:00,59279.4,59296.0,59279.4,59291.03,21290.71339966,0.0,,59232.795,2024-08-31 08:55:00,0.0,59291.03,59243.28,-0.0008053494769781899,False,,,,,,,,,,,,,
2024-08-31 08:44:00,59291.03,59345.55,59291.03,59317.16,277435.95693709,0.0,,59255.51857142857,2024-08-31 08:55:00,0.0,59317.16,59243.28,-0.0012455080452268286,False,,,,,,,,,,,,,
2024-08-31 08:45:00,59314.19,59349.96,59314.19,59349.96,71740.01408425,0.0,,59276.57642857143,2024-08-31 08:55:00,0.0,59349.96,59243.28,-0.001797473831490426,False,,,,,,,,,,,,,
2024-08-31 08:46:00,59341.52,59357.0,59341.52,59357.0,18506.77428469,0.0,,59306.81785714286,2024-08-31 08:55:00,0.0,59357.0,59243.28,-0.0019158650201324123,False,,,,,,,,,,,,,
2024-08-31 08:47:00,59365.88,59378.07,59332.84,59332.84,201553.32506466,0.0,,59313.45714285714,2024-08-31 08:55:00,0.0,59332.84,59243.28,-0.001509450752736563,False,,,,,,,,,,,,,
